,Unnamed: 0,author_review_count,rating,title,date,location,body,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Seat Storage,Recommended,airline_slug,airline,Viewing Tv Screen,Power Supply,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,cleaned_body,scores,pos_score,neu_score,neg_score,compound_score
210,210,0.0,0.3,"""the narrowest seat I have ever sat in""",2011-10-22,United Kingdom,11hr flight from Paris Orly to La Reunion. By far the narrowest seat I have ever sat in. I think it was even narrower than the seats on Ryanair which is a budget airline. Legs were pressed right into back of the seat in front and when they reclined it was game over. Never again. It is strange as I use Air France on European flights as well and the seats on the smaller aircraft are wider and with more legroom!,Economy Class,BOEING 777-300,3x4x3,,,0.2,0.6,0.2,0.4,,no,air-france,Air France,0.4,,,,,,,hr flight paris orly reunion far narrowest seat ever sat think even narrower seat ryanair budget airline leg pressed right back seat front reclined game never strange use air france european flight well seat smaller aircraft wider legroom,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.4003}",0.093,0.907,0.0,0.4003
211,211,0.0,0.1,"""had minimum leg room""",2011-09-19,Australia,I was seated 24K. 3 seats jammed in behind a row of 2 seats. 24J had minimum leg room and the large gentleman had to sit at an angle with legs in the aisle and third of his upper body in my area. Worst flight of my life.,Economy Class,BOEING 777-300,3x4x3,,,0.2,0.2,0.2,0.2,,no,air-france,Air France,0.2,,,,,,,seated seat jammed behind row seat minimum leg room large gentleman angle leg aisle third upper body area worst flight life,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.6249}",0.0,0.83,0.17,-0.6249
212,212,0.0,0.5,"""very uncomfortable flight""",2011-09-04,Canada,Very uncomfortable flight; I wouldn't travel on Air France again. With the seats in front inclined it was impossible to get out of the seats. All and all I wouldn't choose Air France again.,Economy Class,A340-300,2x4x2,,,0.6,0.8,0.6,0.4,,no,air-france,Air France,0.6,,,,,,,uncomfortable flight travel air france seat front inclined impossible get seat choose air france,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",0.0,0.833,0.167,-0.3818
213,213,0.0,0.1,"""the smallest airline seat""",2011-07-28,United States,"I am a small person 5'3"" and 110 pounds. For me my seat was the smallest airline seat I've ever seen. Eleven and a half hours of misery.",Economy Class,Boeing 777,3x4x3,,,0.2,0.2,0.2,0.4,,no,air-france,Air France,0.8,,,,,,,small person pound seat smallest airline seat ever seen eleven half hour misery,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5719}",0.0,0.764,0.236,-0.5719
214,214,0.0,0.1,"""cramped seating""",2011-07-28,Ireland,Aisle seat at emergency exit so legroom not a problem. Seat is the narrowest I have ever sat on - perhaps it is slightly narrower than all the other economy seats to incorporate the tray table in the armrest? Also the hardest seat I ever experienced. How an airline can expect anyone to sit on this hard seat for twelve hours is beyond me. Given cramped seating and the harness of the seat I will never choose Air France for intercontinental travel again.,Economy Class,B777-300 / B777-200,3x4x3,,,1.0,0.6,0.2,1.0,,no,air-france,Air France,0.8,,,,,,,aisle seat emergency exit legroom problem seat narrowest ever sat perhaps slightly narrower economy seat incorporate tray table armrest hardest seat ever experienced airline expect anyone hard seat twelve hour beyond given cramped seating harness seat never choose air france travel,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.6908}",0.0,0.85,0.15,-0.6908
215,215,0.0,0.1,"""very cramped cabin""",2011-04-05,United Kingdom,CDG to HKG with B777-300 and HKG to CDG with B777-200. Economy class on the day to HKG from CDG was full. Very cramped cabin with 3x4x3 configuration. The seat on the aircraft was like wooden bench. I felt that the seat on B777-200 on the way back to CDG was a bit better. Has AF improved the seat? Either way their economy seat is far from satisfactory. Also on the way back to CDG they ran out of food available between first and second meal. If you take a long haul flight with AF make sure that you take some food with you just like the time you take a budget airline.,Economy Class,B777-300 / B777-200,3x4x3,,,0.6,0.4,0.4,0.6,,no,air-france,Air France,0.4,,,,,,,cdg hkg hkg cdg economy class day hkg cdg full cramped cabin configuration seat aircraft like wooden bench felt seat way back cdg bit better improved seat either way economy seat far satisfactory way back cdg ran food available first second meal long haul flight make sure food like time budget airline,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.93}",0.256,0.744,0.0,0.93
216,216,0.0,0.3,"""one of the worst experiences""",2010-11-22,Finland,CDG-LIS on A320. Very little legroom for a 6.2 ft. tall. One of the worst experiences compared to most European airlines.,Economy Class,A320,3x3,,,0.4,0.4,0.4,0.4,,no,air-france,Air France,,,,,,,,cdg li little legroom ft tall worst experience compared european airline,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.6249}",0.0,0.709,0.291,-0.6249
217,217,0.0,0.1,"""seats so miserably uncomfortable""",2010-10-26,United States,I was stunned to find the seats so miserably uncomfortable for an intercontinental flight. The seats were extremely narrow short and very hard with very little leg room. It became impossible for me to get comfortable in any way to be able to relieve pressure on my legs or sleep on my flight. There was absolutely zero room for anyone to get out of his/her seat to go to the restroom without having the entire row get up as well to let them out. I will never fly with Air France again because of this level of discomfort.,Economy Class,Boeing 777-300,2x4x2,,,0.2,0.4,0.2,0.2,,no,air-france,Air France,1.0,,,,,,,stunned find seat miserably uncomfortable flight seat extremely narrow short hard little leg room became impossible get comfortable way able relieve pressure leg sleep flight absolutely zero room anyone get seat go restroom without entire row get well let never fly air france level discomfort,"{'neg': 0.239, 'neu': 0.624, 'pos': 0.137, 'compound': -0.5945}",0.137,0.624,0.239,-0.5945
218,218,0.0,0.8,"""plenty of room good comfort""",2010-10-22,United Kingdom,Premium economy Paris-Osaka for 11 hours. I sat at the front of the premium economy cabin. Pros- more legroom than the standard premium economy seats. Cons the tray tables are in the arms and not as large as the normal seats which makes working on a laptop a little less convenient. Overall I would certainly choose this seat again. I had a day flight both ways so did not try to sleep. Seat was comfortable for the duration and I did not find it too hard. As I was working most of the flight I didn't use the recline much but it seemed OK. The laptop power is standard 240V and either a standard French type or US plug will fit. It is limited in power and my laptop which is fairly low power would only work if the battery was taken out. That said the supply never faltered. Video was good with a reasonable large screen (although nobody could describe it as pin sharp) and a good choice of current films and TV shows. The earphones are OK but I used my own which plugged into a single 3.5mm socket so there was no need for an adapter. Service was OK not bad but not exceptional and the food was standard economy fare OK but nothing to get excited about. Overall a very pleasant flight and I don't think that I would have had much of a better flight in business class (but I wasn't trying to sleep). Overall plenty of room good comfort and easy boarding disembarking. Highly recommended.,Premium Economy,Boeing 777-200ER,2x4x2,,,1.0,0.8,0.8,1.0,,True,air-france,Air France,0.8,,,,,,,premium economy paris osaka hour sat front premium economy cabin pro legroom standard premium economy seat con tray table arm large normal seat make working laptop little le convenient overall would certainly choose seat day flight way try sleep seat comfortable duration find hard working flight use recline much seemed ok laptop power standard either standard french type u plug fit limited power laptop fairly low power would work battery taken said supply never faltered video good reasonable large screen although nobody could describe pin sharp good choice current film tv show earphone ok used plugged single mm socket need adapter service ok bad exceptional food standard economy fare ok nothing get excited overall pleasant flight think would much better flight business class trying sleep overall plenty room good comfort easy boarding disembarking highly recommended,"{'neg': 0.111, 'neu': 0.7, 'pos': 0.188, 'compound': 0.9107}",0.188,0.7,0.111,0.9107
219,219,0.0,0.5,"""hard shell seat gives feeling of extra space""",2010-09-21,United Kingdom,"Flew the new AF Premium economy product. Pros: hard shell seat gives feeling of extra space and good AV (with noise reducing headphones and slot for own 'phones). Socket for laptop also handy tho' not used by me. Seat reclines (actually it ""declines"" in its shell) enough to aid sleep. Ticket class enables you to access AF lounge at CDG for a fee. The seat is very thin and very uncomfortable over a long flight. I bought a cushion in SCL for the return route but still had ""numb bum"". This detracts heavily from an otherwise good product. Please AF put some more padding in the seat cushion!",Premium Economy,Boeing 777-200,2x4x2,,,0.8,0.6,0.8,0.8,,True,air-france,Air France,0.8,,,,,,,flew new premium economy product pro hard shell seat give feeling extra space good noise reducing headphone slot phone socket laptop handy tho used seat reclines actually decline shell enough aid sleep ticket class enables access lounge cdg fee seat thin uncomfortable long flight bought cushion scl return route still numb bum detracts heavily otherwise good product please put padding seat cushion,"{'neg': 0.09, 'neu': 0.775, 'pos': 0.135, 'compound': 0.4939}",0.135,0.775,0.09,0.4939
220,220,0.0,0.1,"""should think about passenger comfort""",2010-01-20,France,Entertainment is excellent. But the seat configuration on B777-300 at 3x4x3 makes it hard to survive after a 11 hours flight. AF should definitely think about passenger comfort. I will never board those 777 again and I will prefer to choose another airline than AF on my next long haul flights to HKG and ICN.,Economy Class,Boeing 777-300ER,3x4x3,,,0.2,0.2,0.2,0.8,,no,air-france,Air France,0.8,,,,,,,entertainment excellent seat configuration make hard survive hour flight definitely think passenger comfort never board prefer choose another airline next long haul flight hkg icn,"{'neg': 0.042, 'neu': 0.604, 'pos': 0.353, 'compound': 0.8834}",0.353,0.604,0.042,0.8834
221,221,0.0,0.1,"""seat wouldn't recline very far""",2009-12-04,Hong Kong,12 hours from Hong Kong to Paris was awful - my seat wouldn't recline very far as I was in front of the toilet - the seat width was the worst ever as was the pitch (especially when reclining). 3x4x3 isn't the normal seating configuration on a 777 which explains why it was so cramped even for someone as short as I am.,Economy Class,Boeing 777-300ER,3x4x3,,,0.2,0.2,0.2,0.2,,no,air-france,Air France,0.4,,,,,,,hour hong kong paris awful seat recline far front toilet seat width worst ever pitch especially reclining normal seating configuration explains cramped even someone short,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.7964}",0.0,0.764,0.236,-0.7964
222,222,0.0,0.1,"""very cramped seats""",2009-10-14,United States,"This BOS-CDG flight was the worst transatlantic flight I've ever taken. Very cramped seats I'm small (5'2"") not obese and could barely fit into it. When person next to me pressed on arm rest it pinced my thigh enough to make me jump once or twice. Seat so cramped that I could hardly move around to relieve pressure on legs. Will never take this particular flight again.",Economy Class,Boeing 747-400,3x4x3,,,0.2,0.4,0.2,0.2,,no,air-france,Air France,0.2,,,,,,,bos cdg flight worst transatlantic flight ever taken cramped seat small obese could barely fit person next pressed arm rest pinced thigh enough make jump twice seat cramped could hardly move around relieve pressure leg never particular flight,"{'neg': 0.141, 'neu': 0.76, 'pos': 0.099, 'compound': -0.4323}",0.099,0.76,0.141,-0.4323
223,223,0.0,0.2,"""squeezing into the seat was incredibly difficult""",2009-08-31,United Kingdom,I was quite surprised at just how bad the seating was aboard our Air France 747. I consider myself to be of average build and height and fairly fit yet squeezing into the seat was incredibly difficult. There was approximately one inch of space between my knees and the seat in front far less than the majority of short-haul flights I make. Extricating myself from the seat to get to the bathroom involved disturbing the two people sat next to me who were forced to get out of their seat and pile into the galley area because I wanted to leave. After the problems I faced when I first attempt to get out of my seat I gave in and remained stationary for the remainder of the flight. I dread to think how unpleasant the flight would have been if I was over 6 feet or weighed more than average. I have since recommended that all of my friends and colleagues avoid Air France at all costs.,Economy Class,Boeing 747-400,3x4x3,,,0.2,0.6,0.2,0.2,,no,air-france,Air France,0.2,,,,,,,quite surprised bad seating aboard air france consider average build height fairly fit yet squeezing seat incredibly difficult approximately inch space knee seat front far le majority short haul flight make extricating seat get bathroom involved disturbing two people sat next forced get seat pile galley area wanted leave problem faced first attempt get seat gave remained stationary remainder flight dread think unpleasant flight would foot weighed average since recommended friend colleague avoid air france cost,"{'neg': 0.256, 'neu': 0.634, 'pos': 0.11, 'compound': -0.9358}",0.11,0.634,0.256,-0.9358
224,224,0.0,0.1,"""like sitting on a plastic chair""",2009-03-02,United Kingdom,CDG-Tokyo. It was the worst flight in my life. The seat was hard enough to feel like sitting on a plastic chair. My back was very painful after a 12hr flight. I chose the flight because it was the first time to fly with them and was the only flight departing Tokyo in late evening. I never fly their B777-300ER 3x4x3 layout aircraft again.,Economy Class,B777-300ER,3x4x3,,,0.2,0.2,0.2,0.4,,no,air-france,Air France,0.2,,,,,,,cdg tokyo worst flight life seat hard enough feel like sitting plastic chair back painful hr flight chose flight first time fly flight departing tokyo late evening never fly layout aircraft,"{'neg': 0.222, 'neu': 0.712, 'pos': 0.066, 'compound': -0.7096}",0.066,0.712,0.222,-0.7096
225,225,0.0,0.1,"""way too narrow seating""",2009-03-01,Germany,Perfect flight but way too narrow seating in eco/tempo. No chance to get a sleep under these conditions. Not recommended.,Economy Class,B777-300,3x4x3,,,0.2,0.6,0.2,0.4,,no,air-france,Air France,0.6,,,,,,,perfect flight way narrow seating eco tempo chance get sleep condition recommended,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.7579}",0.455,0.545,0.0,0.7579
226,226,0.0,0.7,"""much better seating""",2009-03-01,Germany,CDG-JFK. Much better seating compared to Air France 777 models. I recommend choosing the 330 if possible.,Economy Class,A330-200,2x4x2,,,0.6,0.6,0.8,0.8,,True,air-france,Air France,0.8,,,,,,,cdg jfk much better seating compared air france model recommend choosing possible,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.6597}",0.351,0.649,0.0,0.6597
227,227,0.0,0.1,"""narrowest Y seat I've ever experienced""",2009-02-07,Austria,CDG to Tokyo - the narrowest Y seat I've ever experienced. Took the flight because it was cheap turned out to be a mistake. Never ever want to fly on such a cramped plane again horrible.,Economy Class,B777-300,3x4x3,,,0.2,0.4,0.4,0.2,,no,air-france,Air France,0.2,,,,,,,cdg tokyo narrowest seat ever experienced took flight cheap turned mistake never ever fly cramped plane horrible,"{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.7096}",0.0,0.718,0.282,-0.7096
228,228,0.0,0.5,"""very tight seat pitch""",2008-12-10,Belgium,Very tight seat pitch for long haul travel and not recommended at all. If in economy try to obtain an exit row seat or seat 31K.,Economy Class,B777-300,3x4x3,,,0.2,0.6,0.6,0.6,,no,air-france,Air France,0.6,,,,,,,tight seat pitch long haul travel recommended economy try obtain exit row seat seat,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}",0.122,0.878,0.0,0.2023
229,229,0.0,0.1,"""seats felt very cramped""",2008-11-17,United States,"Seats felt very cramped - worst I've ever experienced. Who is the genius that decided to put in new thickly padded and sculpted seats (which push you closer to the seat in front) with the most recline I've ever seen in Economy but kept the seat pitch at 31-32""? When the seat in front reclined the video screen was 8"" in front of my face and it is impossible to reach the floor or stand up for that matter. It is ridiculously tight unless you are under 5'6"".",Economy Class,A340,2x4x2,,,0.2,0.8,0.2,0.2,,no,air-france,Air France,0.4,,,,,,,seat felt cramped worst ever experienced genius decided put new thickly padded sculpted seat push closer seat front recline ever seen economy kept seat pitch seat front reclined video screen front impossible reach floor stand matter ridiculously tight unless,"{'neg': 0.149, 'neu': 0.801, 'pos': 0.05, 'compound': -0.743}",0.05,0.801,0.149,-0.743
230,230,0.0,0.1,"""would not recommend these seats""",2008-09-29,United States,Not only would I not recommend these seats I will never fly on Air France again. I have never seen seats so close together. There was no leg room and I'm not a large person. As for the recline - the head of the passenger in front of me was practically in my lap.,Economy Class,B747-400,3x4x3,,,0.2,0.6,0.6,0.2,,no,air-france,Air France,0.2,,,,,,,would recommend seat never fly air france never seen seat close together leg room large person recline head passenger front practically,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.111,0.889,0.0,0.3612
231,231,0.0,0.1,"""uncomfortable seats, horrible food""",2017-11-07,Australia,"Flew with Royal Brunei Airlines from Melbourne to Bangkok in October. The flight attendants took their own time waltzing through the airport while we were delayed and then went to the wrong gate when their gate was right next to them. Good legroom, uncomfortable seats, horrible food. The flight attendants almost non existent during the flight. Transit is horrible in Brunei, the look the staff give to westerners is chilling and intimidating, on the way to BKK horrible seats which were broken. You cannot buy alcohol in another country and bring it back even if it is sealed so don’t fly them if you want to buy duty free. Horrible airline, worth paying a little more for a better serviced airline.",Economy Class,Boeing 787-8 / A320,3x3x3 / 3x3,October 2017,Family Leisure,0.6,0.6,0.2,0.2,0.4,no,royal-brunei-airlines,Royal Brunei Airlines,0.4,0.4,,,,,,flew royal brunei airline melbourne bangkok october flight attendant took time waltzing airport delayed went wrong gate gate right next good legroom uncomfortable seat horrible food flight attendant almost existent flight transit horrible brunei look staff give westerner chilling intimidating way bkk horrible seat broken cannot buy alcohol another country bring back even sealed fly buy duty free horrible airline worth paying little better serviced airline,"{'neg': 0.314, 'neu': 0.569, 'pos': 0.117, 'compound': -0.9516}",0.117,0.569,0.314,-0.9516
232,232,0.0,0.6,"""the seat was very narrow""",2017-06-30,Australia,The seat itself was very hard which isn't great on a long haul flight. Leg room in front was good but the seat was very narrow. More like a domestic airline seat. Once the passenger in front reclined there wasn't much room and it made it difficult to view the entertainment screen. We were in a 3 seat row on the way to London but on the way back we got the 2 seats at the rear. Although a little noisy it was much better being only 2 seats. Position near the toilets and galley isn't a problem because there was never a queue for the toilet and they were kept clean. Nice to be first in for meals too.,Economy Class,Boeing 787,3x3x3,May 2017,Couple Leisure,0.8,1.0,0.2,0.4,0.2,no,royal-brunei-airlines,Royal Brunei Airlines,1.0,0.8,,,,,,seat hard great long haul flight leg room front good seat narrow like domestic airline seat passenger front reclined much room made difficult view entertainment screen seat row way london way back got seat rear although little noisy much better seat position near toilet galley problem never queue toilet kept clean nice first meal,"{'neg': 0.112, 'neu': 0.602, 'pos': 0.286, 'compound': 0.925}",0.286,0.602,0.112,0.925
233,233,0.0,1.0,"""masses of legroom""",2015-10-14,United Kingdom,"Flew London to Melbourne return in September/October, and first time on their new Boeing 787 with 3x3x3 seat layout. Masses of legroom and attentive cabin crew. The return flights were mostly empty and one of the flight attendants made up a couple of empty rows into beds for our little ones.",Economy Class,Boeing 787,3x3x3,October 2015,Family Leisure,1.0,0.8,0.8,0.8,0.8,True,royal-brunei-airlines,Royal Brunei Airlines,0.8,0.8,,,,,,flew london melbourne return september october first time new boeing seat layout mass legroom attentive cabin crew return flight mostly empty flight attendant made couple empty row bed little one,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.3818}",0.0,0.886,0.114,-0.3818
234,234,0.0,0.7,""" leg room stood out for me""",2014-11-19,United Kingdom,The leg room on this plane was what stood out for me. The seat was a bit hard but you get a pillow and a blanket to compensate. The in-flight entertainment had many recent films of different genres to choose from good amount of seat width and a good seat recline. The food served in my opinion was fantastic with usually an asian option or western dish. The bigger windows on the 787 were amazing you get a fantastic view whilst not compromising the view of the other passengers.,Economy Class,BOEING 787,3x3x3,,,1.0,0.8,0.8,0.8,,True,royal-brunei-airlines,Royal Brunei Airlines,0.8,,,,,,,leg room plane stood seat bit hard get pillow blanket compensate flight entertainment many recent film different genre choose good amount seat width good seat recline food served opinion fantastic usually asian option western dish bigger window amazing get fantastic view whilst compromising view passenger,"{'neg': 0.024, 'neu': 0.644, 'pos': 0.332, 'compound': 0.9595}",0.332,0.644,0.024,0.9595
235,235,0.0,0.7,"""entertainment was a little bit outdated""",2013-04-20,Brunei,BWN-DXB-LHR-DXB-BWN a long 17.5 hour flight the entertainment was a little bit outdated. But the seat I liked but it's very hard to get in or out from the seat so I recommend you to seat not next to the window.,Economy Class,BOEING 777-200,3x3x3,,,1.0,0.8,0.8,0.4,,no,royal-brunei-airlines,Royal Brunei Airlines,0.8,,,,,,,bwn dxb lhr dxb bwn long hour flight entertainment little bit outdated seat liked hard get seat recommend seat next window,"{'neg': 0.053, 'neu': 0.642, 'pos': 0.306, 'compound': 0.7717}",0.306,0.642,0.053,0.7717
236,236,0.0,0.3,"""uncomfortably claustrophobic""",2011-06-10,Australia,The person in the seat in front had their seat reclined in my face the entire night from Dubai to Brunei consequently I had no choice as to repositioning my legs and the TV screen was now back in my face - uncomfortably claustrophobic. Moving to a standing position to squeeze out to go to the toilet was most awkward to say the least.,,Boeing 777,3x3x3,,,0.2,0.6,0.8,0.4,,no,royal-brunei-airlines,Royal Brunei Airlines,0.6,,,,,,,person seat front seat reclined entire night dubai brunei consequently choice repositioning leg tv screen back uncomfortably claustrophobic moving standing position squeeze go toilet awkward say least,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.5106}",0.0,0.853,0.147,-0.5106
237,237,0.0,0.1,"""the seat was broken""",2011-06-05,New Zealand,The seat was broken. The TV screen didn't work the lady in front reclined her seat jamming me in my seat. I couldn't put down the meal tray. An awful 3.5 hr red eye flight from Brisbane to Auckland. Beware cheap flight deals.,,Boeing 767,2x4x2,,,0.2,0.2,0.6,0.2,,no,royal-brunei-airlines,Royal Brunei Airlines,0.2,,,,,,,seat broken tv screen work lady front reclined seat jamming seat put meal tray awful hr red eye flight brisbane auckland beware cheap flight deal,"{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.7269}",0.0,0.79,0.21,-0.7269
238,238,0.0,0.7,"""PTV screen a bit small""",2010-10-24,Australia,Row 58 at the back best seats I reckon with these last couple of rows only 2 wide meaning easy access when you want out for the loo plus a little quieter down here as well - there are no toilets down the back. PTV screen a bit small.,,B777,3x3x3,,,0.8,0.8,0.8,0.8,,True,royal-brunei-airlines,Royal Brunei Airlines,0.6,,,,,,,row back best seat reckon last couple row wide meaning easy access loo plus little quieter well toilet back ptv screen bit small,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.8369}",0.308,0.692,0.0,0.8369
239,239,0.0,0.7,"""seats are very stiff""",2008-11-15,Malaysia,Flew to HKG from KCH via BWN on a mixture of A319 and A320. These RBA workhorses are beginning to show their age. Seats are very stiff and headrest keeps sliding down. Legroom and width was generous but not very comfortable to sleep in. Entertainment was the means of drop down screens. Got a stiff neck from trying to follow the movie. Food and service was excellent. Too Bad the seats were somewhat stiff.,Economy Class,A320,3x3,,,0.8,0.6,0.6,0.8,,True,royal-brunei-airlines,Royal Brunei Airlines,0.2,,,,,,,flew hkg kch via bwn mixture rba workhorse beginning show age seat stiff headrest keep sliding legroom width generous comfortable sleep entertainment mean drop screen got stiff neck trying follow movie food service excellent bad seat somewhat stiff,"{'neg': 0.11, 'neu': 0.631, 'pos': 0.258, 'compound': 0.8176}",0.258,0.631,0.11,0.8176
240,240,1.0,0.8,TUI Airways Seat Review by Noah Wesselby,2022-02-03,United Kingdom,"The seat on the TUI Boeing 787-9 is very good after using 4 times long and short haul, I flew 9:30 to Jamaica in 2019 and the seat did get a bit cramped but that’s expected really after that time. The TV is acceptable but is not the biggest but does the job with an acceptable amount of content. The recline was pretty average. Overall the TUI Economy 787 seat was just above average quality and works great",Economy Class,Boeing 787-9,3x3x3,October 2021,Family Leisure,1.0,0.8,0.8,0.8,0.8,True,mango-airlines,Mango,0.8,0.8,,,,,,seat tui boeing good using time long short haul flew jamaica seat get bit cramped expected really time tv acceptable biggest job acceptable amount content recline pretty average overall tui economy seat average quality work great,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.9363}",0.331,0.669,0.0,0.9363
241,241,1.0,0.8,TUI Airways Seat Review by Noah Wesselby,2022-02-03,United Kingdom,"The seat on the TUI Boeing 787-9 is very good after using 4 times long and short haul, I flew 9:30 to Jamaica in 2019 and the seat did get a bit cramped but that’s expected really after that time. The TV is acceptable but is not the biggest but does the job with an acceptable amount of content. The recline was pretty average. Overall the TUI Economy 787 seat was just above average quality and works great",Economy Class,Boeing 787-9,3x3x3,October 2021,Family Leisure,1.0,0.8,0.8,0.8,0.8,True,gol-airlines,GOL Airlines,0.8,0.8,,,,,,seat tui boeing good using time long short haul flew jamaica seat get bit cramped expected really time tv acceptable biggest job acceptable amount content recline pretty average overall tui economy seat average quality work great,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.9363}",0.331,0.669,0.0,0.9363
242,242,0.0,0.2,"""this was an appalling experience""",2021-11-29,Norway,"I booked seats 10J & 10K which are the front row in Economy Premium as I am 1.95m tall and I need the extra legroom. A few days before the flight I received a notice on my booking saying 'Due to operational reasons your seat has been moved to row 12"". No other explanation and when I asked at the airport they could also not explain why the seat was changed. 12K is an appalling seat when you are tall and is not what one expects in premium economy at all. The seat was extremely narrow, cramped with minimal legroom. The two seats that I had booked were than randomly given to two young men (probably friends or relatives of KLM staff). The passenger in front of me kept his seat in full recline position and I could hardly move. He refused to put his seat up when I asked. The food was inedible with dry, thick sandwiches and unappetizing food. All min all this was an appalling experience and now I know why I changed from KLM to BA years ago - they change your seats at random for friends. I thought I would try it one more time but never again. I will be cancelling my return flight with a refund. The cost of the return flight for 2, with lounge access was NOK 31000 (US$4000). An outrageous price for nothing. Be warned",Economy Class,Boeing 787-9,3x3x3,November 2021,Business,0.2,0.6,0.2,0.4,0.2,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.2,0.4,,,,,,booked seat front row economy premium tall need extra legroom day flight received notice booking saying due operational reason seat moved row explanation asked airport could explain seat changed appalling seat tall expects premium economy seat extremely narrow cramped minimal legroom two seat booked randomly given two young probably friend relative klm staff passenger front kept seat full recline position could hardly move refused put seat asked food inedible dry thick sandwich unappetizing food appalling experience know changed klm year ago change seat random friend thought would try time never cancelling return flight refund cost return flight lounge access nok u outrageous price nothing warned,"{'neg': 0.086, 'neu': 0.83, 'pos': 0.085, 'compound': -0.0298}",0.085,0.83,0.086,-0.0298
243,243,0.0,0.1,"""KLM is not to be trusted anymore""",2020-11-06,Belgium,"I booked a window seat on a KLM flight, seat A-18 on a Boeing 777-300ER. Little did I know that no Boeing 777-300ER on seat 18-A has a window, there is a wall. KLM is selling window seats where they know very well that because of aircodintioning reasons, there is never a window seat on 18A. What a scam! I am 1.90m tall and have a shoulder circumference of 132cm, So I need the window space to put 1 shoulder in which was impossible. So I had to steal 10cm of the middle passenger. That passenger was very unhappy during the 13,5h. When asking for a refund, KLM refuses.  KLM is not to be trusted anymore, stay away from them! I am waiting for a ticket refund of another €1.500 (flight of 04/05/20 cancelled on 29/03/20) already 210 days!",Economy Class,Boeing 777-300ER,3x4x3,December 2019,Solo Leisure,0.2,0.2,0.2,0.2,0.2,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.2,0.2,,,,,,booked window seat klm flight seat boeing little know boeing seat window wall klm selling window seat know well aircodintioning reason never window seat scam tall shoulder circumference cm need window space put shoulder impossible steal cm middle passenger passenger unhappy asking refund klm refuse klm trusted anymore stay away waiting ticket refund another flight cancelled already day,"{'neg': 0.147, 'neu': 0.735, 'pos': 0.118, 'compound': -0.2505}",0.118,0.735,0.147,-0.2505
244,244,0.0,0.1,"""worse seating on an airplane""",2020-02-16,United States,"The Boeing 777-300 has absolutely the worse seating on an airplane. Their priority clearly is not passenger comfort. Tiny seats, no leg room! Avoid booking KLM at all cost!!",Economy Class,Boeing 777-300,3x4x3,February 2020,Couple Leisure,0.2,0.6,0.2,0.2,0.2,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.8,0.8,,,,,,boeing absolutely worse seating airplane priority clearly passenger comfort tiny seat leg room avoid booking klm cost,"{'neg': 0.235, 'neu': 0.546, 'pos': 0.219, 'compound': -0.101}",0.219,0.546,0.235,-0.101
245,245,0.0,0.7,"""seat recline was fine""",2019-12-24,Taiwan,Taipei to Amsterdam and return. The Boeing 777-300 seat was comfortable. The seat width was not too small. The seat recline was fine. Passengers can comfortably and easily relax.,Economy Class,Boeing 777-300,3x4x3,November 2019,Solo Leisure,0.8,0.8,0.8,0.8,0.8,True,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.8,0.8,,,,,,taipei amsterdam return boeing seat comfortable seat width small seat recline fine passenger comfortably easily relax,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.9042}",0.545,0.455,0.0,0.9042
