author_review_count,rating,title,date,location,body,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Seat Storage,Recommended,airline_slug,airline,Viewing Tv Screen,Power Supply,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy
0.0,0.1,"""aircraft dirty and tired""",2015-06-22,United Kingdom,"ORD-PHX-SNA-LAX-PHX-ORD. There is so little to redeem this airline. Check in staff rude and unprofessional, even to First Class passengers. Aircraft dirty and tired, with no entertainment. WIFI either slow or inoperative. Food in First Class has slightly improved. Seats in First Class grim, old fashioned, and barely qualify as Premium Economy comfort on quality airlines. Crews were mainly indifferent, and just going through the motions. Uniforms and airplanes grubby. What is missing from AA First Class is just that - class. A new livery is merely veneer. This airline needs a major cultural overhaul, from top to bottom. I doubt it is capable of change. At least they are buying newer aircraft. The First Class product is desperately poor. Shame on a once great national airline!",Premium Economy,Boeing 737-800 / A321,2x2 US Domestic First Class,June 2015,Business,0.2,0.2,0.4,0.2,0.2,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""not enough legroom to sit comfortably""",2015-05-29,United States,DFW to LHR. Last time I travel on one of those planes. AA have squashed too many seats into this plane. No space to store my overnight bag. Had to place it in business class section and was told by hostess that I could not get access to it during the flight. There is not enough legroom to sit comfortably. If the person in front of you tilts their seat back they are sitting in your lap. American Airlines have forgotten that humans traveling on long-haul flights need to be reasonably comfortable. They are slipping back into their old ways that caused the airline to fail and go bankrupt. By far the worst flight I have ever been on. Food was atrocious.,Economy Class,BOEING 777-200,2x5x2,,,0.2,0.2,0.4,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""these seats are so tight""",2015-05-29,United States,These seats are so tight I experienced very real claustrophobia on the red eye from LAX to ATL. I had a window seat which cramped my shoulders and the foot area was cut by about 1/3. Trying to extend my legs the top of the opening hit mid-shin blocking access to the foot area. Exiting the seat was difficult. Worst plane seat experience ever. I am 5-11 and can't imagine the pain of someone taller. The only way to keep my knees from jamming against the seat in front was to sit as far back as possible and completely erect. On landing I slid forward and jammed both knees into the seatback hardware.,Economy Class,AIRBUS A319,3x3,,,0.2,0.4,0.4,0.2,,no,american-airlines,American Airlines,0.8,,,,,,
0.0,0.1,"""seats were worn""",2015-05-29,United States,I was reminded why I never fly American Airlines- MCO-DFW-KON - The seats on this worn out old aircraft are crammed together so close when the person in front of you reclines you literally have strands of their hair in your face. They have tray tables but only half the size they are on all other airlines I have flown on. I could not even thumb through a magazine due to the seat in front of me being reclined into my face. The seats were worn and felt like sitting on a metal bar. In flight service is horrible for a 8 hr flight. No meal service - just overpriced snacks. One star rating is overrated.,Economy Class,BOEING 767-300,2x4x2,,,0.2,0.2,0.2,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""legroom is very minimal""",2015-05-29,United States,I was stuck on this horrible airplane for a 5 hour flight from LAX to DCA! I had a window seat but the person next to me was a bit overweight. The side wall protruded into my seat area so I had very little space. The seat is very narrow and legroom is very minimal. It was impossible to put a drink and my laptop on the pull out table in front of me. The plane has very good storage bins above the seat an entertainment system (where almost everything costs $$) but the seats are horrible. I am a AAdvantage member but will make sure to never fly on an AA 737-800 again!!,Economy Class,BOEING 737-800,3x3,,,0.2,0.6,0.2,0.4,,no,american-airlines,American Airlines,0.8,,,,,,
0.0,0.1,"""found these seats excruciating""",2015-02-01,United States,They have reduced the padding in the seats and having sciatica I found these seats excruciating and could not wait to get off this plane. I will go out of my way not to fly this plane again. Though the seats were slightly wider than other economy seats the lack of padding and lack of lumbar support made this horrible for me. Legroom was fine I was in mainseat extra. for me awful product. Like riding a park bench for three hours.,Economy Class,AIRBUS A321,3x3,,,0.8,0.6,0.8,1.0,,no,american-airlines,American Airlines,0.6,,,,,,
0.0,0.1,"""seat-back storage is almost non-existent""",2015-01-27,United States,This was my first flight with seats configured to include a desk top computer-sized metal box under each seat taking about 1/3 of the available foot/storage space. After 2 1/2 hours with my leg twisted my knee hurt quite a bit. I could not put my laptop envelop (not even a briefcase) under the seat. The seat-back storage is almost non-existent. The seat pitch with the new contoured seats kept me from even opening my laptop that has only a 12-inch screen. My company won't pay for seats with extra legroom so I am stuck in the torture chamber. After 20 years of flying only American if it went where I was going I am looking for an alternative. American you have pushed cramming more bodies into a fixed space too far this time.,Economy Class,BOEING 737-800,3x3,,,0.2,0.4,0.2,0.4,,no,american-airlines,American Airlines,0.6,,,,,,
0.0,0.1,"""seat feels cramped""",2014-11-19,Canada,Seat pocket is useless for storing anything bigger than a toothbrush. Seat feels cramped and was difficult to get into and out of. I could not open my small laptop on the table. Pretty useless for business travel.,Economy Class,AIRBUS A319,3x3,,,0.4,0.4,0.2,0.4,,no,american-airlines,American Airlines,0.8,,,,,,
0.0,0.1,"""seats are not designed for tall people""",2014-11-19,United States,"I have been an AA customer for nearly 30 years and have seen their quality continue to plummet. I'm a big guy 6'5"" 265lbs and these seats are not designed for tall people. Every time I fly AA I end up with Chiropractic appointments to adjust my back and neck. This past week I flew from DFW to LGA on AA and couldn't get the headrest high enough to support my head and neck but still fell asleep. When I awoke my neck was extremely stiff and I had a severe migraine that lasted 2 days. I simply cannot fly AA again because of the horrible seat design. I don't know who designed those seats but ergonomics was not a concern.",Premium Economy,BOEING 737-800,3x3,,,0.8,0.4,0.4,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.2,"""found the legroom sorely lacking""",2014-11-19,United States,"I am only 5'2"" but found the legroom sorely lacking. When the passenger in the seat in front of me reclined It became even tighter. My seat was in the 20th row and there was very little ability for me to recline much. Unfortunately it was the redeye flight from Los Angeles to New York and I found it impossible to sleep. I knew not to expect much attention from the stewardesses in coach. On a positive note the small TV screens on the seat back in front were a fortunate surprise. However for the price of the ticket it would be nice if they supplied a little more room in coach.",Economy Class,AIRBUS A320,3x3,,,0.4,0.4,0.6,0.6,,no,american-airlines,American Airlines,0.8,,,,,,
0.0,0.5,"""complaint is about the new economy seats""",2014-11-19,United States,"I'm a loyal 2 million mile American loyalist. Which I believe gives me the right to complain when something isn't right. My complaint is about the new economy seats with the TV screens. For starters there are three 10""x12""x4"" metal boxes (possibly to run the TV's?) attached to the pedestals. They dramatically reduce the space for ""personal items"" and therefore increase the pressure on the precious overhead bins. In a world where the power of a 1980's IBM 360 can practically be delivered in a smartphone it is ""inelegant"" at best and embarrassing at worst that these huge clunky boxes are the ""solution"" for the new seats. Also the ""back pocket"" is now just (1) a hard plastic sleeve filled with AA magazines and (2) a net pocket below that is so small and pulls out not--at-all leaving room for a couple of business cards.",Economy Class,BOEING 737-800,3x3,,,0.2,0.8,0.8,0.8,,no,american-airlines,American Airlines,0.8,,,,,,
0.0,0.1,"""needs to be lumbar support""",2014-11-19,United States,"Worse than how thin the cushions are the shape of the seat is exactly opposite of what it should be for good back posture. There needs to be lumbar support. Instead this seat is hollow in the lumbar shaped like a ""C"" and forces you to slouch. Additionally the seat cushion you sit on is ridiculously thin short and uncomfortable. The bottom line is that the ergonomics of these seats is just terrible.",Economy Class,BOEING 737-800,3x3,,,0.4,0.4,0.4,0.4,,no,american-airlines,American Airlines,0.4,,,,,,
0.0,0.1,"""cramped and uncomfortable seats""",2014-11-19,United States,"This is AA's ""new and improved"" medium haul aircraft to replace their aging MD80 fleet and I am so appalled at the experience I really wonder what AA were thinking. The seats are on a 30"" pitch - the tightest in the AA fleet and if you are over 5'6"" tall you will be uncomfortable. The only upside is the IFE - every seat has a screen with some content to distract you from the cramped and uncomfortable seats - I would not recommend this aircraft for any flight over 2 hours. To add insult to injury to the frequent flyer there are only 8 first class seats giving a ration of 1 to 14 of first to economy. By comparison the outgoing MD80 had 16 first class seats giving a ratio of 1-8. So the new and improved A319 has a smaller seat pitch than the outgoing MD80 ledd first class seats (half as many) but has a TV screen in each seat. I will avoid this aircraft and actually prefer the 30 year old MD80.",Economy Class,AIRBUS A319,3x3,,,0.2,0.2,0.2,0.4,,no,american-airlines,American Airlines,0.6,,,,,,
0.0,0.1,"""could not put my legs in front of me""",2014-11-19,United States,"No legroom for anyone 6 feet or taller, I literally could not put my legs in front of me. I had to sit with a leg in the aisle and the other intruding on my wife's seat next to me. This was on a 10-hour overseas flight - almost qualified as torture. Incredibly uncomfortable when all seats are upright; when the seat in front of me was reclined I was trapped.",Economy Class,BOEING 777-200,2x5x2,,,0.2,0.2,0.4,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.2,"""the staff not very friendly""",2014-08-12,United States,Me and my 3 children flew from MAN-ORD on AA Flight 55. It is the same poor flight we took 5 yrs ago. It is old and no seat back movie screens. The food is terrible and the staff not very friendly.,Economy Class,BOEING 767-300,2x4x2,,,0.2,0.2,0.4,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""truly terrible experience""",2014-07-16,United States,DFW-OGG (Maui) round trip. Seats are small no TV or plugs just an old shared TV playing a terrible movie with terrible audio and no meal service. This was nearly an 8 hour flight and all they had were overpriced snacks for purchase. However if you were near the back of the plane the snacks ran out by the time they got to you so if you didn't bring anything you starve for 8 hours. Drink service came around maybe twice but other than that the flight attendants were mostly missing in action. They might as well have just tossed the passengers in with the luggage. A truly terrible experience and I will be avoiding American Airlines like the plague from now on.,Economy Class,BOEING 767-300,2x3x2,,,0.2,0.2,0.2,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""seat is very poorly designed""",2014-03-11,United States,This was a new plane. Seat had uncomfortable metal bar where shins rest on seat in front. Seat also had a tv controller on TOP (??!) of the arm rest that made the arm rest uncomfortable. Finally back of seat curves in making bigger people hunch. Seat is not only small it is very poorly designed.,Economy Class,BOEING 777-200,2x5x2,,,0.2,0.2,0.4,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.6,"""seat was randomly assigned""",2014-01-06,Australia,STL-LAX 28F window. Because this ticket was part of an international code share reservation my seat was randomly assigned. I did not notice that until days before my flight; otherwise I would have sought a more peaceful seat away from the engine noise of the rear of the fuselage. Anywhere from Row 25 forward would have made a huge difference. I am not sure about the rest of the flying public but I find it hard to sleep when on long flights gaining hours from east to west during the day anyway. I figured that my flight to LA was going to be a push in the sleep department as usual so I just let it roll.,Economy Class,MD80,2x3,,,0.6,0.4,0.6,0.2,,no,american-airlines,American Airlines,,,,,,,
0.0,0.1,"""seats I occupied were very cramped""",2014-01-06,United States,I recently flew AA on four flights using the 757. The seats I occupied (12 & 25) were very cramped. I was forced into a window seat even though I am disabled to some extent. It was very difficult for me to get out of the seat given my disability. The aisle seat was better but not much. The seating was deteriorated and the arm rest on the center seat in front of me was broken. The seat mount on the seat in front of me was also broken or loose as the occupant in leaned severely to the left. All the seat problems slow service and the airline was late due to mechanical problems on the two connecting flights causing me to miss my flight to LA.,Economy Class,BOEING 757 (DOMESTIC),3x3,,,0.2,0.4,0.2,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.3,"""recline was ok""",2014-01-06,United States,They changed the layout of the 777-300 from a 2x5x2 to a 3x4x3 adding another seat and reducing the width of all the other seats. The recline was ok. Room is tight and tough on 9.5hr flight London to Dallas.,Economy Class,BOEING 777-300ER,3x4x3,,,0.2,0.6,0.2,0.4,,no,american-airlines,American Airlines,1.0,,,,,,
0.0,0.2,"""there was plenty of room""",2014-01-06,United States,"I am not thin and svelte any longer. However I am not a behemoth either. There was plenty of room for the seat belt to fasten but the seat was at least six inches more narrow than I am. I am bruised from the cutting of the arm on the aisle seat which does not move. The tray table wouldn't lie flat because it was too close to my legs and stomach and my knees touched the seat in front of me (which had nothing to do with my weight) I suggest if you are a pound over 150 you do not consider this plane especially if you are on it for a long ride. (Our trip was 6.5 hours) I think the discomfort is on purpose because they will sell you an upgrade which gives you 4-6"" more legroom than the regular seats have. I had to upgrade because I became nearly claustrophobic thinking about having to climb back into that confined space. And tho the legroom helped and the fact that I was on the aisle instead of in the middle the seats were so narrow that I came off the plane with a six inch bruise from the armrest. It will be a long long time before I fly this plane again. All the ads in the world won't make up for the horrible experience of my two flights on a 757 between Dallas and Anchorage!",Economy Class,BOEING 757,3x3,,,0.2,0.2,0.2,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""what a rubbish flight""",2014-01-06,United Kingdom,Used to be a good airline travelled many years to BOS but this year went LHR-MIA: what a rubbish flight. Now worse than 3rd rate company should have just gone bust instead of getting protected. Seats not fit for purpose food should have been condemned inflight movies unless you had a pair of binoculars screens too far away to view and content not suitable for young children. If the staff don't care about the company and their passengers and the company does not care about passenger comfort on long haul flights why are they bothering to be in business. Will never bother to used them again and unless you love to be treated worse than a dirtbag avoid this airline like the plague.,Economy Class,BOEING 767,2x4x2,,,0.2,0.2,0.2,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.7,"""comfort of seat is good""",2014-01-06,United Kingdom,The new seats are an improvement on the old ones. Each seat has a universal AC socket and a USB port. The IFE system has a large amount of programming. At 3x4x3 layout the aisle are quite narrow . The overall comfort of seat is good. Aircraft has reliable transatlantic wifi.,Economy Class,BOEING 777-300,3x4x3,,,0.8,0.8,0.6,0.8,,True,american-airlines,American Airlines,0.8,,,,,,
0.0,0.4,"""itchy and scratchy seats""",2013-04-20,United States,"Took a flight from DFW-NRT. Itchy and scratchy seats. The pillow and blanket is comfortable. It was hard to sleep because of babies crying. It was worth it. The food tastes good but not the pizza for dinner. It's personal TV is disturbing since we are in ""middle of flight"" the TV screen shuts off. I like the landing but its more nice that the flight attendants let us go off the plane to Tokyo Narita airport instead of blocking us.",Economy Class,BOEING 777-200,2x5x2,,,0.6,0.2,0.4,0.2,,no,american-airlines,American Airlines,0.6,,,,,,
0.0,0.4,"""was very uncomfortable""",2013-04-20,United Kingdom,Very cramped when went to check-in on-line mostly all seats taken and our travel agent did not know you could assign your seat as soon as you had booked hence all seats gone. Despite being a very new 777 all they have done is squeeze more seats in and try and make up for it by giving you touch screen TV's and lots to watch which is useless if you have not brought your own earphones as they ran out and the stewardess didn't care. Viewing the screen is made difficult if the person in front reclines you have to recline to see the screen suitably. When you have a large person sitting next to you and a person in front that reclines there is no room at all I am 5ft 3'' not small frame but was very uncomfortable. I feel ripped off for the price I paid for the seat feel like I have been treated poorly and am just a $ sign. They also cancelled our flight and re-directed us with out our knowledge until we arrived at the gate and left our luggage in DFW which had to be delivered to our home.,Economy Class,BOEING 777-300,3x4x3,,,0.4,0.2,0.2,0.2,,no,american-airlines,American Airlines,0.6,,,,,,
0.0,0.6,"""new seats are an improvement""",2013-04-20,United States,"The new seats provided on the new 777-300ER's are an improvement but still are not a perfect fit. I had the older seats on the DFW-LHR flight to compare them to. LHR-DFW trip the aircraft was about 2 months old but already some cabin wear was visible. Height of the IFE screen is just an inch or two lower than the preferred height mainly due to the design restrictions in the seatback. The normal IFE box found under the seats in older aircraft was gone. IFE system was fair in terms of usability and stability but not perfect. The movie selection was quite nice and the pause/play/options appeared in a natural and quick way. Picture quality was also good. They've added a ""World News"" feature in every IFE that allows full internet connectivity to worldwide news sources (free). My biggest complaint about the new IFE system would have to be the seat recline viewing angle. Whilethe seat recline is very good with the new seats I would define it as ""virtually impossible"" to watch the IFE screen in full-recline of the seat in front of you. The seat itself was average. It's width is reduced compared to older seats (the new configuration is 3x4x3 compared to the previous 2x5x2 configuration) and I'm unsure about the comfort of passengers. Older aircraft are said not to receive these seats until 2014 which is a disappointing fact in terms of AA's quality of service.",Economy Class,BOEING 777-300ER,3x4x3,,,0.6,0.8,0.4,0.2,,True,american-airlines,American Airlines,0.2,,,,,,
0.0,0.4,"""economy seats are ridiculously uncomfortable""",2013-02-24,United States,The economy seats on this aircraft are ridiculously uncomfortable. Getting in and out of the seat was a feat in itself. The only good thing is that each seat is equipped with a personal TV.,Economy Class,BOEING 777-200,2x5x2,,,0.4,0.4,0.4,0.2,,no,american-airlines,American Airlines,0.8,,,,,,
0.0,0.1,"""cabin crew were very unprofessional""",2012-12-24,United Kingdom,"Travelled on American Airlines overnight BOS - LHR flight. AA are still flying old 757-200 on this transatlantic route and we experienced appalling service. Everything about this flight now ranks as my worst ever flying experience. The seat pitch is only 31"" (if that) which is sub-standard on such an important international route for a national carrier. The aircraft lacks personal in-flight entertainment. The positioning of the ceiling tv screens means that passengers in seats A and F cannot adequately view any video entertainment let alone the mandatory safety video. The meal quality was embarrassing for AA. The cabin crew were very unprofessional. Everything about the flight was either poor quality or unprofessional.",Economy Class,BOEING 757-200,2x4x2,,,0.2,0.4,0.2,0.2,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""very old and worn plane""",2012-09-22,United Kingdom,Seat 27A (Window) and 27B (Aisle) from DFW to LHR. Very old and worn plane. Seats very uncomfortable and dated. No individual screens just a select few throughout the cabin. Our seats were changed at the last minute due to operational needs ie. should have been a B777 but was a B767-300 instead. We paid for preferred seats with no one behind us but got stuck with people in front and behind due to change. I would not fly American Airlines again unless I was desperate. The crew were miserable and ready for retirement. We barely saw them too busy at the back of the plane reading and chatting! American Airlines need to get their act together. The outbound flight from LHR-DFW (B777 27A/B) wasn't much better and was treated like a night flight even though it was 9.30am! The 'fasten seatbelt' sign was illuminated the whole ten hours even though there was no turbulence to stop passengers getting out of their seats. Food really poor and tasteless. Go for another airline if you can!,Economy Class,BOEING 767-300,2x4x2,,,0.6,0.4,0.4,0.4,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""less room than on their domestic flights""",2011-10-22,United States,Avoid flying to Europe on American Airlines in economy class. The seats are smaller and there is less room than on their domestic flights. Appalling.,Economy Class,BOEING 767,2x4x2,,,0.2,0.4,0.2,0.4,,no,american-airlines,American Airlines,0.4,,,,,,
0.0,0.3,"""seats were hard and uncomfortable""",2011-09-19,Chile,Seats were hard and uncomfortable. My outbound flight was cancelled and 15 hours later I was put on another flight having lost my hotel reservation without refund.,Economy Class,BOEING 777,2x4x2,,,0.2,0.2,0.4,0.8,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.4,"""will try to fly another airline""",2011-09-19,Bahrain,Same as usual with AA except that I had booked another seat and they gave me a worse one. Unusually getting in and out even with an aisle seat. Will try to fly either another airline or another aircraft next time. I only got this ticket for the price which wasn't that outstanding.,Economy Class,BOEING 777-200,2x5x2,,,0.4,0.6,0.6,0.2,,no,american-airlines,American Airlines,0.8,,,,,,
0.0,0.3,"""crew fine and tried hard""",2011-09-05,United States,Using an old 757 for transatlantic overnight flights is disaster. Crew fine and tried hard to compensate and food was edible. Drinks (wine etc) was extra.,Economy Class,BOEING 757,3x3,,,0.4,0.4,0.6,0.6,,no,american-airlines,American Airlines,,,,,,,
0.0,0.5,"""seat height poor for taller people""",2011-07-28,United States,Transatlantic ORD-MAN clean but well worn plane. Only reason seat is recommended is if you have to be on this type of plane an aisle seat is best option. Seat height poor for taller people cramped overall. 3 drop down TV's for economy and 11 channels of entertainment in this day and age is simply unacceptable especially on long haul. Not enough aisle room to stretch and of you did little way to avoid blocking views of TV for others. Ticket cost up airline margin up everything else shrinks - customers first - not a chance! Same flight for 20 years - satisfaction steadily falling over last 10 years as comforts disappear.,Economy Class,Boeing 757-200,3x3,,,0.4,0.6,0.4,0.6,,True,american-airlines,American Airlines,0.2,,,,,,
0.0,0.1,"""seats seemed to be relatively thick""",2010-08-01,United States,"Older 757-200 on overnight flight SFO-BOS. Seats seemed to be relatively thick with a lot of recline. In other words not designed for 31"" pitch as currently used. Extremely claustrophobic situation; I am 5""11"" with a few extra pounds but certainly not a very large passenger. Did not help that a/c seemed to work very minimally and most passengers reclined fully. Combined with 1 hour delay (no communication about reason) and heavy turbulence (again no communication) this was an extremely unpleasant 6 hours. Advise- find an aisle seat even if attempting to sleep. Better yet pay the extra $50 to get on JetBlue or Virgin America. For those interested in inflight entertainment there were only fixed TV's glued to the ceiling every so often.",Economy Class,B757-200,3x3,,,0.2,0.2,0.6,0.4,,no,american-airlines,American Airlines,0.4,,,,,,
0.0,0.1,"""very mean seat pitch""",2010-01-11,United Kingdom,Very mean seat pitch. The guy in the seat in front of me reclined his seat immediately we were airborne and promptly went to sleep for the duration of the journey. I asked the steward if I was supposed to endure this for the whole flight - he sympathized but said he couldn't do anything about it. I was unlucky that I had an inconsiderate passenger sitting in front of me but I would only recommend AA to anyone under 5ft 2in and of a very slim build.,Economy Class,B777,2x5x2,,,0.2,0.6,0.4,0.4,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.3,"""there was no legroom""",2009-10-06,Greece,B757-200 JFK-CDG route and the was awful. The aircraft was very old there was no legroom. I had requested a window seat but when I boarded the aircraft realized that there was no window in the 13th row and I was on the wall. The screens were out of order.,Economy Class,B757-200,3x3,,,0.2,0.4,0.4,0.6,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.4,"""seats grow harder""",2008-12-10,United States,Took the same LAX to Heathrow flight four years ago nothing has changed just more worn out. The seats grow harder as the hours wear on and the recline is almost non existent. Stews were nice and the flight smooth.,Economy Class,B777,2x5x2,,,0.6,0.4,0.4,0.6,,no,american-airlines,American Airlines,0.6,,,,,,
0.0,0.3,"""miserable flight""",2008-11-03,United States,"I got stuck in a bulkhead seat from DFW-EZE. I am 6'4"" and 11 hours with no legroom to stretch out was torture. I had booked the seat behind mine (emergency exit row) but was given this seat at check-in and I failed to notice the change. Luckily it was relatively easy to climb past the aisle seat and get up and move around every hour or so. Miserable flight.",Economy Class,B767,2x4x2,,,0.4,0.4,0.4,0.4,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.3,"""very old looking""",2008-09-24,United States,Very old looking compared to Continental and Jetblue's cabins. Seats weren't too comfortable.,Economy Class,B757-200,3x3,,,0.4,0.4,0.2,0.4,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.3,"""shabby surroundings - seemed grubby and old""",2008-08-31,United Kingdom,Very cramped and the headphone socket didn't work (attendant very offhand about it - said they knew 15 weren't working and so no point trying to reseat me). Shabby surroundings - seemed grubby and old.,Economy Class,B777,2x4x2,,,0.4,0.4,0.2,0.4,,no,american-airlines,American Airlines,0.4,,,,,,
0.0,0.3,"""filled with broken equipment""",2008-07-01,Canada,"LAX-O'Hare on the oldest 767 I've flown on in many years. Filled with broken equipment - backseat pocket falling off overhead door would not shut etc. This plane was so old that it had 4 drop down 12"" TV screens in center of plane for movies for 30+ rows of economy!",Economy Class,B767,2x3x2,,,0.2,0.4,0.4,0.4,,no,american-airlines,American Airlines,0.2,,,,,,
0.0,0.4,"""luckily the seat in front didn't recline""",2008-06-25,United Kingdom,I'm 6'2 and found the seat just bearable but luckily the seat in front didn't recline - if it had I would have been in trouble! Very difficult to get out of row though in flight. Cabin dirty with seat pocket filed with wet magazines and rubbish from earlier flight. Seat Back TVs faulty (both ways) as film kept jumping back 30 mins. Service OK but food poor even by airline standards,Economy Class,B777,2x5x2,,,0.4,0.4,0.4,0.4,,no,american-airlines,American Airlines,0.6,,,,,,
0.0,0.3,"""the worst seat I have ever had""",2008-06-01,Italy,"8 hour flight from JFK to Milano. This is probably the worst seat I have ever had on this sort of flight. 30"" pitch is much too little for a transcontinental flight. Also the planes are not very clean at all and the food served is little to be desired. Would not recommend using this airline for this sort of flight to anyone.",Economy Class,B767-300,2x3x2,,,0.2,0.4,0.4,0.4,,no,american-airlines,American Airlines,0.4,,,,,,
1.0,0.8,"""seats are small""",2016-03-02,Croatia,"Nice leather seats, but they are small, which is no surprise since it is in a turbo-prop. Seats are just wide enough for short-haul flights. Seats are not lined up with windows, which can beannoying. Storage is OK, storage for magazines, cup holder and regular tray table. Overall; OK seats for turbo-prop, short-haul flight service.",Economy Class,Dash 8 Q400,2x2,July 2015,Solo Leisure,0.8,0.8,0.8,0.6,0.8,True,croatia-airlines,Croatia Airlines,,,,,,,
0.0,0.7,Bulgaria Air customer review,2015-06-14,Switzerland,"Clean aircraft, friendly personal, decent service. It was way better than I first expected. Of course it is not a premium airline but suprisingly good and decent for the small price that we payed. I can recommend this airline when you are travelling to Sofia or the Balkan region.",Economy Class,Embraer 190,2x2,June 2015,Business,0.6,0.6,0.6,0.6,0.6,True,bulgaria-air,Bulgaria Air,,,,,,,
1.0,0.8,TUI Airways Seat Review by Noah Wesselby,2022-02-03,United Kingdom,"The seat on the TUI Boeing 787-9 is very good after using 4 times long and short haul, I flew 9:30 to Jamaica in 2019 and the seat did get a bit cramped but that’s expected really after that time. The TV is acceptable but is not the biggest but does the job with an acceptable amount of content. The recline was pretty average. Overall the TUI Economy 787 seat was just above average quality and works great",Economy Class,Boeing 787-9,3x3x3,October 2021,Family Leisure,1.0,0.8,0.8,0.8,0.8,True,cabo-verde-airlines,Cabo Verde Airlines,0.8,0.8,,,,,
1.0,0.8,TUI Airways Seat Review by Noah Wesselby,2022-02-03,United Kingdom,"The seat on the TUI Boeing 787-9 is very good after using 4 times long and short haul, I flew 9:30 to Jamaica in 2019 and the seat did get a bit cramped but that’s expected really after that time. The TV is acceptable but is not the biggest but does the job with an acceptable amount of content. The recline was pretty average. Overall the TUI Economy 787 seat was just above average quality and works great",Economy Class,Boeing 787-9,3x3x3,October 2021,Family Leisure,1.0,0.8,0.8,0.8,0.8,True,hk-express,HK Express,0.8,0.8,,,,,
0.0,0.8,"""satisfied with the latest slimline seat""",2021-04-16,Germany,"I‘m very satisfied with the latest slimline seat at SAS. It feels more comfortable than Lufthansa‘s and has a better legroom. All of them have an USB-Port, seat pockets and a large tray table.",Economy Class,A320neo,3x3,November 2020,Solo Leisure,0.8,0.8,1.0,1.0,0.8,True,sas-scandinavian-airlines,SAS Scandinavian Airlines,,0.8,,,,,
1.0,0.7,"""not a bad experience""",2020-01-06,Norway,"This 737-700 must have been one of the older 737NGs in their fleet due to it not having an Built in USB port or WiFi which is almost standard on their fleet by now. it had the new seats with the dark grey cover with decent legroom, good pitch, good seat width and a nicely sized tray table. It felt like you had good space in the aisle when standing there. Good seat storage was able to fit my essentials in the seat pocket and not needing to think about getting up mid flight to get my backpack and bring those out. Overall not a bad experience.",Economy Class,Boeing 737-700,3x3,December 2019,Solo Leisure,0.6,0.8,0.8,0.8,1.0,True,sas-scandinavian-airlines,SAS Scandinavian Airlines,,,,,,,
1.0,0.8,"""seat looked slightly worn""",2017-06-03,United Kingdom,"Flying on an SAS A319. The flight was 3 hours and 45 minutes from Malaga (AGP) to Copenhagen (CPH). To start off, the seat looked slightly worn and the blue colour was fading hence making it look dull. The seat was comfortable and well padded. The leg room was just about sufficient (I am 6'2) but towards the end of the flight I was beginning to get slightly agitated. The seat recline was poor with very little being done by pressing the button on the arm rest. The seat width was okay, average for a short haul aircraft, but it sufficed. The tray table was sturdy and a good size. There was no seat back entertainment, however there was not even an over head entertainment screen with a map, which I was a little dis-heartened by. I was most annoyed, though, as there was not even any wifi connectivity to purchase. The seats did not feature in-seat power either and my phone ran out of battery an hour before landing, which was frustrating. The aisle was a good size and width and you could easily pass others in it. There was a lot of storage both under the seat and in the overhead bin. The seat was old but sufficed for the trip. Some aspects represented those of budget airlines but overall it was okay.",Economy Class,A319,3x3,July 2016,Family Leisure,0.6,0.2,0.6,0.8,1.0,True,sas-scandinavian-airlines,SAS Scandinavian Airlines,,,,,,,
1.0,0.6,"""didn't feel any discomfort""",2016-03-13,Singapore,"Old model of Boeing 737 aircraft, no entertainment system, but at least with power supply, luckily the seat still well maintain, and the recliner still work, legroom enough for me! Surprisingly I didn't feel any discomfort.",Economy Class,Boeing 737,3x3,March 2016,Couple Leisure,0.6,0.6,0.6,0.6,0.2,True,sas-scandinavian-airlines,SAS Scandinavian Airlines,,0.4,,,,,
